epoch,accuracy,loss,lr,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.8564284443855286,0.4109345078468323,0.001,0.13066618144512177,0.027860160917043686,0.35874903202056885,2.4496512413024902,0.12130548804998398,0.7048115730285645
1,0.8762514591217041,0.3694492280483246,0.001,0.0,0.0,0.5660043358802795,0.8178344368934631,0.045430608093738556,0.13267803192138672
2,0.8759149312973022,0.36797893047332764,0.001,0.16287215054035187,0.00011464609997346997,0.8812562227249146,1.145950198173523,0.4300000071525574,0.000174043801962398
3,0.8766100406646729,0.3633655607700348,0.001,0.10428305715322495,1.3879487596568651e-05,0.8331907987594604,0.45033666491508484,0.06080736964941025,0.0280271228402853
4,0.8763769268989563,0.36197027564048767,0.001,0.09811828285455704,7.227026799228042e-05,0.8760397434234619,0.45093047618865967,0.2533838450908661,0.022598372772336006
5,0.8758777379989624,0.35946956276893616,0.001,0.47999998927116394,2.9563202588178683e-06,0.8639001250267029,0.3488471210002899,0.2983602285385132,0.10818541795015335
6,0.8758766651153564,0.3581768274307251,0.001,0.3333333432674408,1.1332595022395253e-05,0.8381198644638062,0.44889694452285767,0.20807921886444092,0.12949667870998383
